sentence,hotel_name,Sentiment,review_topic
"very ambient, comfortable environment",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
" great place for business, pleasure, relaxation",Eko Hotel,positive,Serene Environment
" great restaurants, good food and wine",Eko Hotel,positive,Delightful Food and Home-like Feel
always a vibe at eko hotel & suites,Eko Hotel,neutral,Event and Conference Spaces
 i think this is because of the individual unique spots that the place had to offer,Eko Hotel,neutral,Delightful Food and Home-like Feel
spacious and elegant,Eko Hotel,positive,Event and Conference Spaces
" great parking space,great bar and easy places outside to sit and relax,and even more cosy place indoors",Eko Hotel,positive,Beautiful Views and Dining Experiences
"this place is 5star hotel, there is swimming pool, room range from presidential suite, affordable price rooms, security is assured, 24 hours power supply, its located in victoria island in lagos, nigeria",Eko Hotel,positive,Room Quality and Standards
nice rooms though views are not great,Eko Hotel,negative,Beautiful Views and Dining Experiences
 nice pool,Eko Hotel,positive,Beautiful Views and Dining Experiences
 good gym and sports facilities,Eko Hotel,positive,Excellent Service and Hospitality
 restaurants are a bit of hit and miss,Eko Hotel,negative,Leisure and Relaxation
 good service,Eko Hotel,positive,Excellent Service and Hospitality
"good venue for events like gala, concerts etc",Eko Hotel,positive,Event and Conference Spaces
also has lovely bar and swimming pool; gym is quite okay,Eko Hotel,positive,Delightful Food and Home-like Feel
and the rooms are average,Eko Hotel,neutral,Room Quality and Standards
i had always wanted to see what the hype was all about i did it's a great place wonderful environment,Eko Hotel,positive,Serene Environment
the heineken's design fashion africa show was quite rejuvenating,Eko Hotel,neutral,Leisure and Relaxation
only got into a section of the convention center,Eko Hotel,neutral,Leisure and Relaxation
 was pretty good,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 will post more when i have the luxury of booking a room,Eko Hotel,neutral,Room Quality and Standards
nice place,Eko Hotel,positive,Serene Environment
 many restaurant options,Eko Hotel,neutral,Beautiful Views and Dining Experiences
 good ambience,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 big area,Eko Hotel,neutral,Event and Conference Spaces
 and most importantly,Eko Hotel,positive,Excellent Service and Hospitality
 nice food,Eko Hotel,positive,Delightful Food and Home-like Feel
good ambience and wide variety on sunday buffet ,Eko Hotel,positive,Delightful Food and Home-like Feel
good place to hangout with family over a lazy sunday noon,Eko Hotel,positive,Leisure and Relaxation
when it comes to premium hospitality that spans for over forty years,Eko Hotel,neutral,Excellent Service and Hospitality
 this is the place to be,Eko Hotel,neutral,Serene Environment
had a swell time at fidic  africa conference,Eko Hotel,neutral,Leisure and Relaxation
"lodged at the gardens, not impressive",Eko Hotel,negative,Leisure and Relaxation
 had a leaking roof,Eko Hotel,neutral,Beautiful Views and Dining Experiences
 experienced power outage at some point,Eko Hotel,neutral,Room Quality and Standards
efficiently run outfit,Eko Hotel,positive,Excellent Service and Hospitality
"every service was properly coordinated, the residences were well structured and very comfortable",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
beautiful places to be,Eko Hotel,positive,Beautiful Views and Dining Experiences
 eat your money yourself,Eko Hotel,neutral,Leisure and Relaxation
 😜,Eko Hotel,neutral,Serene Environment
"enjoyed every bit of my stay here, loved the restaurant dinner buffet as well",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 hope to return soon,Eko Hotel,positive,Leisure and Relaxation
the place is a glamour defined,Eko Hotel,positive,Leisure and Relaxation
 the environment is very cozy and exquisite,Eko Hotel,neutral,Serene Environment
 its a lovely place to be and the services are topnotch,Eko Hotel,positive,Excellent Service and Hospitality
hotel grounds were excellent however the facilities in the rooms needed maintenance,Eko Hotel,positive,Room Quality and Standards
" wifi was awful, food was ok",Eko Hotel,negative,Excellent Service and Hospitality
"wide space, lovely four buildings",Eko Hotel,positive,Event and Conference Spaces
" nice rooms, wonderful different restaurants",Eko Hotel,positive,Room Quality and Standards
very good and lovely place you can relax ur brain always,Eko Hotel,positive,Serene Environment
"fridge not working,no hair dryer in the bathroom,no extra batteries",Eko Hotel,neutral,Room Quality and Standards
a wonderful place for events hosting relaxation and resting,Eko Hotel,positive,Event and Conference Spaces
"  a free place for all asundry located at the centre of victoria island, lagos",Eko Hotel,positive,Serene Environment
 i love eko hotels and suites,Eko Hotel,positive,Event and Conference Spaces
very nice place,Eko Hotel,positive,Serene Environment
 serene environment,Eko Hotel,positive,Serene Environment
 good music,Eko Hotel,positive,Delightful Food and Home-like Feel
a very nice hotel,Eko Hotel,positive,Serene Environment
 had a swell time at the lounge,Eko Hotel,neutral,Leisure and Relaxation
i love the pool side bar,Eko Hotel,positive,Beautiful Views and Dining Experiences
 great meals served,Eko Hotel,positive,Delightful Food and Home-like Feel
the best sunday ever my lunch at eko hotels and suits was awesome delicious meals were serve there a better place to be in lagos love it,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"very nice staying there, the buffet's nice,  room nice and when you go with the hotel soap, they replace it!!i would love to recommend this hotel to anyone",Eko Hotel,positive,Room Quality and Standards
pretty cool,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 the outer walls could do with new paint though,Eko Hotel,neutral,Room Quality and Standards
" but by & by, great place to visit",Eko Hotel,positive,Leisure and Relaxation
very lovely place and i really enjoyed my staying ,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 ❤,Eko Hotel,positive,Serene Environment
"everything needed was within reach, quite courteous staff",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
if you are looking for world class comfort and resort centre eko hotel and suite is number 1,Eko Hotel,positive,Serene Environment
 trust me they are up to the task consistently,Eko Hotel,positive,Leisure and Relaxation
one of the best hotels in lagos and nigeria at large,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
" warm reception, beautiful rooms, clean environment and their food is delicious",Eko Hotel,positive,Room Quality and Standards
a very classy place with all sorts of activities to partake in,Eko Hotel,positive,Event and Conference Spaces
 intercontinental dishes at its best,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 it's a great place,Eko Hotel,positive,Serene Environment
a 5 star hotel in nigeria! wonderful relaxation center! wonderful space for business seminars and visit too!,Eko Hotel,positive,Event and Conference Spaces
the view through the windows were fantastic!,Eko Hotel,positive,Beautiful Views and Dining Experiences
"it's a beautiful place to visit, i really like it there rooms and services are perfect",Eko Hotel,positive,Excellent Service and Hospitality
who don't love luxury? it's simply elegant and exquisite,Eko Hotel,negative,Serene Environment
"good environment and the wonderful ambience,also a playground which you can bring your children to have fun",Eko Hotel,positive,Leisure and Relaxation
great place to unwind alone or with your family,Eko Hotel,positive,Leisure and Relaxation
 tasty cuisine too,Eko Hotel,neutral,Delightful Food and Home-like Feel
"great ambiance, friendly staff, cozy environment",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 classy too,Eko Hotel,positive,Serene Environment
i've never lodged here but i can say they have excellent facilities for hosting concerts and shows,Eko Hotel,positive,Leisure and Relaxation
 i've attended a couple and i had a great time,Eko Hotel,positive,Leisure and Relaxation
nice place to visit,Eko Hotel,positive,Leisure and Relaxation
great lunch,Eko Hotel,positive,Leisure and Relaxation
you can get a five star room service,Eko Hotel,neutral,Excellent Service and Hospitality
" the hotel also has a pool, bar, club and restaurant",Eko Hotel,neutral,Beautiful Views and Dining Experiences
 it's perfect for a vacation in nigeria,Eko Hotel,positive,Serene Environment
was there for an award ceremony,Eko Hotel,positive,Event and Conference Spaces
 good ambience and great place,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 good for corporate and house events,Eko Hotel,positive,Event and Conference Spaces
"staffs very courteous, ample parking, nice and neat environment",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 but it is a very busy hotel,Eko Hotel,neutral,Serene Environment
 very very busy,Eko Hotel,neutral,Serene Environment
 food too is quite good,Eko Hotel,positive,Delightful Food and Home-like Feel
big hotels like this shouldn’t have terrible facility management,Eko Hotel,negative,Excellent Service and Hospitality
 some parts of the ceiling in the conference area is rotting!,Eko Hotel,neutral,Serene Environment
such a beautiful place,Eko Hotel,positive,Beautiful Views and Dining Experiences
the event centre is top notch and they have quality and experienced staff,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
i like the eko suites,Eko Hotel,positive,Leisure and Relaxation
 definitely more modern and better kept,Eko Hotel,positive,Room Quality and Standards
 the sky lounge has amazing views of lagos,Eko Hotel,positive,Beautiful Views and Dining Experiences
nice ambience to take good images for fashion entrepreneurs looking to stay there for an event ,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
hotel services is 4/5,Eko Hotel,neutral,Excellent Service and Hospitality
"great place to stay, expanding facilities, great meals, restaurants and right in the middle of vi but away from the stress",Eko Hotel,positive,Event and Conference Spaces
very okay,Eko Hotel,positive,Serene Environment
 the security there are very tight,Eko Hotel,positive,Excellent Service and Hospitality
" 24hrs power supply, complimentary breakfast, swimming pool, club and extremely hygienic environment",Eko Hotel,positive,Delightful Food and Home-like Feel
the hotel while expensive was worth every penny,Eko Hotel,positive,Leisure and Relaxation
 the service is timely and i was aesthetically pleased by their menu's,Eko Hotel,positive,Excellent Service and Hospitality
"perfect for hosting and attending events, totally delicious buffet servings",Eko Hotel,positive,Event and Conference Spaces
 you should go experience hospitality at its best,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"always a delight to visit eko hotels, service delivery is usually very professional",Eko Hotel,positive,Excellent Service and Hospitality
 security has improved reducing the possibility of theft,Eko Hotel,positive,Excellent Service and Hospitality
it's very easy to identify,Eko Hotel,positive,Serene Environment
 it's situated in such a conspicuous manner that it can be easily identified even for people who aren't based in lagos,Eko Hotel,positive,Room Quality and Standards
it's okay,Eko Hotel,positive,Serene Environment
"nice and lovely,  like the scene of the ocean fronm the hotel,  best place to hang out with foreigners and local in same place",Eko Hotel,positive,Beautiful Views and Dining Experiences
 serenity  on the go,Eko Hotel,neutral,Event and Conference Spaces
a five star hotel,Eko Hotel,neutral,Serene Environment
" wheel chair access, clean rooms, gym, park, swimming pool, medical facility and great ambience",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
very cozy hotel in the heart of lagos ,Eko Hotel,positive,Excellent Service and Hospitality
 cool hangout spots in there,Eko Hotel,positive,Beautiful Views and Dining Experiences
"really amazing place good rooms greay room service and friendly staff, if you are looking for quality hotels consider this place",Eko Hotel,positive,Room Quality and Standards
i visited the pool and i had an amazing time,Eko Hotel,positive,Leisure and Relaxation
 i would recommend you go in the evening,Eko Hotel,positive,Event and Conference Spaces
 the ambience is amazing,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"best place to stay in lagos, nigeria",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 they have plenty of space and type of rooms in different buildings,Eko Hotel,neutral,Room Quality and Standards
 best is the open bar beside swimming pool,Eko Hotel,positive,Beautiful Views and Dining Experiences
one of the best and most busy in lagos,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 alot of parking space and well maintained overtime to keep its look,Eko Hotel,positive,Room Quality and Standards
we had a good time and my son totally enjoyed himself  the bed is good and i slept soundly 😁,Eko Hotel,positive,Leisure and Relaxation
beautiful hotel,Eko Hotel,positive,Beautiful Views and Dining Experiences
 they are one of the best when it comes to managing events,Eko Hotel,positive,Event and Conference Spaces
" easy to access, great food",Eko Hotel,positive,Serene Environment
well organized and beautiful environment with too many halls for conferences and events,Eko Hotel,positive,Event and Conference Spaces
 i attended the qfest in the asian hall,Eko Hotel,neutral,Event and Conference Spaces
a relaxed and comfortable environment,Eko Hotel,positive,Serene Environment
my room had a door leading to the adjoining room which later became a source of noise from the other room which was very disturbing,Eko Hotel,negative,Room Quality and Standards
it was a good experience as i used google maps to navigate the heavy traffic of victoria island,Eko Hotel,positive,Serene Environment
attended a 3 day workshop,Eko Hotel,neutral,Leisure and Relaxation
" the venue, facilities and services were excellent",Eko Hotel,positive,Excellent Service and Hospitality
"beautiful, i'll recommend this place all day, everyday",Eko Hotel,positive,Leisure and Relaxation
meticulous detail is evident in their hospitality,Eko Hotel,neutral,Excellent Service and Hospitality
well it's a nice place but with low patronage maybe due to covid 19 pandemic,Eko Hotel,negative,Excellent Service and Hospitality
"excellent facility, good customer service, nice first-class rooms, swimming pool, gym, and events hall",Eko Hotel,positive,Excellent Service and Hospitality
wow! a lovely place to be,Eko Hotel,positive,Beautiful Views and Dining Experiences
 serene atmosphere with touch of  world class entertainment and best of hospitality services,Eko Hotel,positive,Serene Environment
eko hotel is a 5star hotel,Eko Hotel,neutral,Serene Environment
 has a hall of about  capacity,Eko Hotel,neutral,Event and Conference Spaces
 it's one of the best hotels in nigeria,Eko Hotel,positive,Serene Environment
 major shows and events holds at this hotel,Eko Hotel,neutral,Event and Conference Spaces
it's a place for all to be,Eko Hotel,neutral,Serene Environment
i had a meeting there and lunch there and i have no regrets,Eko Hotel,positive,Leisure and Relaxation
it's a major hotel that mega event for big concert in africa,Eko Hotel,neutral,Event and Conference Spaces
a nice place but expect to see lots of people,Eko Hotel,positive,Event and Conference Spaces
 their buffet is nice and lots of shows and events happen here on the weekends,Eko Hotel,positive,Event and Conference Spaces
"regular spot i visit and as always, impeccable service",Eko Hotel,neutral,Excellent Service and Hospitality
"service from the staff here is amazing, great car parking arrangement and well serviced rooms & event halls",Eko Hotel,positive,Event and Conference Spaces
arguably the largest hotel in lagos right in the heart of victoria island stretching to the seashore and a stone throw from eko atlantic city,Eko Hotel,positive,Serene Environment
 excellent services,Eko Hotel,positive,Excellent Service and Hospitality
"good ambiance however terrible service, their staff need to go through form of training on hospitality",Eko Hotel,negative,Excellent Service and Hospitality
 it's that terrible for a hotel with such a beautiful structure and ambience,Eko Hotel,positive,Beautiful Views and Dining Experiences
"great hospitality, facility and delicious food",Eko Hotel,positive,Excellent Service and Hospitality
"good hotel, but a bit too busy",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 too many things going on at the same time,Eko Hotel,neutral,Event and Conference Spaces
 not the hotel for you as a tourist who wants to relax,Eko Hotel,positive,Leisure and Relaxation
awesome place for your events and  relaxation,Eko Hotel,positive,Event and Conference Spaces
they have been around for years but have grown with the times,Eko Hotel,neutral,Leisure and Relaxation
 very high standard hotel,Eko Hotel,neutral,Room Quality and Standards
 has everything you are looking for in a hotel,Eko Hotel,neutral,Room Quality and Standards
eko hotel is a renowned place with a good name,Eko Hotel,positive,Excellent Service and Hospitality
"they have big and spacious car parks but nice and expensive rooms,they also sell intercontinental dishes,they have spacious halls for event and shows",Eko Hotel,positive,Event and Conference Spaces
"beautiful rooms, great service and absolutely delicious food",Eko Hotel,positive,Delightful Food and Home-like Feel
 arguably more affordable than similar hotels in ghana,Eko Hotel,negative,Serene Environment
it's was fun been available there,Eko Hotel,positive,Beautiful Views and Dining Experiences
good restaurant but pool side lot of flys and it will disturb on dining table,Eko Hotel,negative,Beautiful Views and Dining Experiences
crossroads was fun on wednesday,Eko Hotel,positive,Beautiful Views and Dining Experiences
 life band very interactive and good music,Eko Hotel,positive,Delightful Food and Home-like Feel
 dj was good for a wednesday outing,Eko Hotel,positive,Leisure and Relaxation
great ambiance,Eko Hotel,positive,Delightful Food and Home-like Feel
 awesome service delivery,Eko Hotel,positive,Excellent Service and Hospitality
it's a beautiful environment for all kinds of people,Eko Hotel,positive,Event and Conference Spaces
 quality structures and professionally trained staff,Eko Hotel,neutral,Welcoming Staff and Comfortable Stay
awesome experience,Eko Hotel,positive,Beautiful Views and Dining Experiences
 the ambiance was so neat,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
"one of the most popular and most reviewed hotel in lagos, nigeria",Eko Hotel,positive,Serene Environment
 popularly known to be a home for tourist,Eko Hotel,positive,Excellent Service and Hospitality
" with well furnished lodging rooms, events halls and restaurant, eko hotel is a must visit in lagos",Eko Hotel,positive,Leisure and Relaxation
i was asked to pay a ridiculous amount for parking at the exit,Eko Hotel,negative,Leisure and Relaxation
nice place to sit out and meet,Eko Hotel,positive,Room Quality and Standards
it is one of the best places to be in lagos,Eko Hotel,positive,Serene Environment
had a peaceful stay,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 good hospitality and atmosphere,Eko Hotel,positive,Excellent Service and Hospitality
nice and professional,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
amazing place,Eko Hotel,positive,Serene Environment
 request to get a view of the surrounding waters!,Eko Hotel,neutral,Beautiful Views and Dining Experiences
awesome place,Eko Hotel,positive,Delightful Food and Home-like Feel
 very organized,Eko Hotel,neutral,Welcoming Staff and Comfortable Stay
beautiful and very comfortable,Eko Hotel,positive,Beautiful Views and Dining Experiences
 food is amazing and the gym is top notch! just fantastic in anyway,Eko Hotel,positive,Delightful Food and Home-like Feel
renovations have contributed to breathing life back into the iconic buildings,Eko Hotel,neutral,Event and Conference Spaces
 good ambience,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
no maximum security enough and they  only have access control for vehicular security not prepare for any organized crime very important to always vigilant,Eko Hotel,negative,Excellent Service and Hospitality
"great place to be, excellent food and super hospitable staff",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 world class swimming pool to go with it!,Eko Hotel,neutral,Event and Conference Spaces
nice place but no proper coordination for parking during major events,Eko Hotel,negative,Event and Conference Spaces
 they need to hire parking assistants who will coordinate and parking,Eko Hotel,neutral,Event and Conference Spaces
best hotel food in lagos,Eko Hotel,positive,Serene Environment
 they definitely have amazing chefs,Eko Hotel,positive,Serene Environment
 beautiful environment,Eko Hotel,positive,Beautiful Views and Dining Experiences
great business hotel to stay in the heart of victoria island land,Eko Hotel,positive,Serene Environment
 fantastic rooms depending on your budget,Eko Hotel,positive,Room Quality and Standards
 great food and very serene and beautiful environment,Eko Hotel,positive,Serene Environment
it's 5 star hotel the best leading hotel in west africa,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
one of the oldest hotels that has sustained its exquisite nature,Eko Hotel,neutral,Excellent Service and Hospitality
 with the best of surroundings i,Eko Hotel,positive,Serene Environment
e beautiful trees & flowers located at the heart of victoria island lagos,Eko Hotel,positive,Serene Environment
"eko hotel and suites is one of the best hotels in lagos, it's a very cozy place to lodge and have a great event in trust me the have a very jovial staffing and a great experience in general",Eko Hotel,positive,Serene Environment
everything about it is just perfect 😄,Eko Hotel,positive,Serene Environment
"usually crowdy when functions are scheduled here, but splendid on other days",Eko Hotel,positive,Leisure and Relaxation
 rooms are cozy,Eko Hotel,neutral,Room Quality and Standards
eko hotel is a lovely place to spend vacation and it has a lovely restaurant by the pool sidealso it has another bar/restaurant inside the building,Eko Hotel,positive,Beautiful Views and Dining Experiences
nice hotelglo battle of the year was awesome,Eko Hotel,positive,Excellent Service and Hospitality
"i was there for an event, the hall was big and suitable but i think they need better maintenance",Eko Hotel,positive,Event and Conference Spaces
great place of things,Eko Hotel,positive,Room Quality and Standards
went for a buffet and there was no cutlery on the table,Eko Hotel,negative,Event and Conference Spaces
 wait time was bad 👎,Eko Hotel,negative,Leisure and Relaxation
the iko hotel is one of the best 5star in nigeria and africa as a all in term of convinced hall and the signature is number one in loging  beutification of interior and quick attending a guest in time with out delay,Eko Hotel,positive,Leisure and Relaxation
loved the layout and scenery,Eko Hotel,positive,Event and Conference Spaces
 went to check out the sky bar and its the views for me,Eko Hotel,neutral,Beautiful Views and Dining Experiences
"eko hotel & suites is a 5-star ultra luxurious hotel standing elegantly in victoria island, lagos",Eko Hotel,positive,Serene Environment
 it is built on the exclusive victoria island and blends natural beauty and architectural aesthetics in the most astonishing manner,Eko Hotel,positive,Event and Conference Spaces
 it's spread over three buildings with spectacular views of the atlantic ocean and the kuramo lagoon,Eko Hotel,neutral,Beautiful Views and Dining Experiences
"eko hotel & suites boasts 824 awe-inspiring rooms across its 4 hotel subdivisions which are: eko signature, eko gardens, eko hotel and eko suites",Eko Hotel,neutral,Event and Conference Spaces
" the eko signature has room categories, such as club suite, premium suite, signature suite and presidential suite",Eko Hotel,neutral,Room Quality and Standards
 the eko gardens is categorised into standard room and classic room,Eko Hotel,neutral,Room Quality and Standards
" the eko suites has room categorised into deluxe, studio suite and executive suite",Eko Hotel,neutral,Room Quality and Standards
" and lastly, the eko hotel, with 448 rooms, is categorised into classic suite, classic superior room, atlantic superior room, diplomatic suite and presidential suite superior room",Eko Hotel,positive,Room Quality and Standards
 they are all adorned with a breathtaking interior decor and grand facilities,Eko Hotel,positive,Beautiful Views and Dining Experiences
" the room awesome amenities in the rooms include: luxurious double and single beds, intercom system, armchairs, sofas and centre tables, air-conditioners, work desks and chairs, wireless internet accessibility, flat-screen television sets with local and international channels, refrigerators and en-suite bathrooms with state-of-the-art bathroom facilities",Eko Hotel,positive,Room Quality and Standards
"eko hotel lagos also offers a wide range of world-class hotel services, such as: state-of-the-art meeting rooms, outdoor pool with surrounding sit out, fitness centre complimented by a well-equipped gym, event halls, an array of restaurants that offer mouth-watering dishes from different parts of the world, bar/lounge fitted with choice drinks, top-notch security arrangement, ample parking space, uninterrupted power supply, conference and banquet facilities plus a large convention center",Eko Hotel,positive,Event and Conference Spaces
" recreational facilities available are lawn tennis, volleyball and basketball",Eko Hotel,neutral,Event and Conference Spaces
lovely bars and restaurants,Eko Hotel,positive,Beautiful Views and Dining Experiences
 place seems to be always crowded though,Eko Hotel,neutral,Excellent Service and Hospitality
 parking is also an issue because there's always an activity going on there,Eko Hotel,neutral,Event and Conference Spaces
"exquisite, best location in victoria island , secure with so many recreational amenities",Eko Hotel,positive,Serene Environment
 great for kids/families too!,Eko Hotel,positive,Leisure and Relaxation
beautiful! great layout of the hotel,Eko Hotel,positive,Beautiful Views and Dining Experiences
 great night life at the bar,Eko Hotel,positive,Beautiful Views and Dining Experiences
"this is a five star hotel located in victoria island, lagos",Eko Hotel,neutral,Serene Environment
 it's a very lovely place,Eko Hotel,positive,Beautiful Views and Dining Experiences
eko hotel can really be very free even as the me inputs fear of a very busy section on the island ,Eko Hotel,positive,Serene Environment
 eko hotel is the last turning off from barbeach road to the left ,Eko Hotel,neutral,Leisure and Relaxation
  it has you meet the entrance first then after you meet the exit ,Eko Hotel,neutral,Room Quality and Standards
 please be careful with wrong uturns an on way when you around this areas on the island ,Eko Hotel,negative,Serene Environment
 always obey the map no matter how long it ask you to go get a turn,Eko Hotel,neutral,Leisure and Relaxation
"always a beautiful and secured place, one of the best places to lodge",Eko Hotel,positive,Serene Environment
nice and safe hotel in lagos,Eko Hotel,positive,Delightful Food and Home-like Feel
professional staff+: room very clean and confortable-:  wifi sometimes slow,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
breakfast very good (buffet),Eko Hotel,positive,Delightful Food and Home-like Feel
great place fir both business and pleasure,Eko Hotel,positive,Serene Environment
it was decent,Eko Hotel,neutral,Delightful Food and Home-like Feel
 i enjoyed the privacy and the food was amazing,Eko Hotel,positive,Delightful Food and Home-like Feel
its a beautiful place to be,Eko Hotel,positive,Beautiful Views and Dining Experiences
 one of the best 4stars hotel in nigeria and probably has the biggest land scale,Eko Hotel,positive,Serene Environment
quality food and drinks,Eko Hotel,neutral,Delightful Food and Home-like Feel
 real nice and classy place to hangout with friends and family,Eko Hotel,positive,Leisure and Relaxation
 exquisite services,Eko Hotel,neutral,Excellent Service and Hospitality
poolside meeting went well,Eko Hotel,positive,Event and Conference Spaces
this one of the most prestigious hotel in lagos and it has a banquet hall called the eko conventional centre where most of the main stream events in the entertainment sector in nigeria takes place,Eko Hotel,positive,Event and Conference Spaces
"beautiful place, comfortable to relax,  quiet environment",Eko Hotel,positive,Serene Environment
i love eko hotel,Eko Hotel,positive,Leisure and Relaxation
very large,Eko Hotel,neutral,Event and Conference Spaces
 don't be scared of asking for directions so that you don't get lost if you're a first timer,Eko Hotel,positive,Leisure and Relaxation
the gourmet restaurant on the roof is worth visiting,Eko Hotel,positive,Leisure and Relaxation
"nice environment, serene, can get a bit busy at times, however the signature is more interesting as it is exclusive",Eko Hotel,positive,Leisure and Relaxation
i will say this is one of the biggest hotel in nigeria wheremosr activities take place,Eko Hotel,neutral,Leisure and Relaxation
 from comedy shows to seminars and more,Eko Hotel,positive,Leisure and Relaxation
 it's a beautiful place,Eko Hotel,positive,Beautiful Views and Dining Experiences
so great and overwhelming with quality services ,Eko Hotel,positive,Excellent Service and Hospitality
 it's a good place for hospitality in africa,Eko Hotel,positive,Excellent Service and Hospitality
"amazing staff,friendly people and the environment is safe",Eko Hotel,positive,Serene Environment
 everyone is willing to help and the rooms are amazing and clean,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
was here for a workshop,Eko Hotel,neutral,Leisure and Relaxation
 it was a nice experience,Eko Hotel,positive,Beautiful Views and Dining Experiences
beautiful environment and cosy rooms,Eko Hotel,positive,Serene Environment
"went there after a long time, had a great time",Eko Hotel,positive,Leisure and Relaxation
"one of the best and most secured hotels in nigeria, the whites find so much comfort here, quite an amazing place to be",Eko Hotel,positive,Serene Environment
well trained staff,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 only the porters appear less informed,Eko Hotel,neutral,Welcoming Staff and Comfortable Stay
 spacious environment,Eko Hotel,neutral,Serene Environment
great place,Eko Hotel,positive,Serene Environment
"a lovely five star hotels one of it's kind in nigeria and a masterpiece boasts of a five thousand capacity event centre, swimming pool, signature suites and the ocean view",Eko Hotel,positive,Event and Conference Spaces
"one of the best place in nigeria to lodge, relax and hold event is definitely eko hotel and suites",Eko Hotel,positive,Leisure and Relaxation
 it is a complete place to call a hotel because it is equipped with many resources and they provide quality and professional services for their esteem customers,Eko Hotel,neutral,Excellent Service and Hospitality
the eko hotel signature rooms and reception area are nice,Eko Hotel,positive,Room Quality and Standards
in the main building there are conference halls that host an impressive variety of events,Eko Hotel,positive,Event and Conference Spaces
a place to be any day any time,Eko Hotel,neutral,Leisure and Relaxation
  like you have everything you want just in one place,Eko Hotel,positive,Leisure and Relaxation
" i love it, its a wonderful place to stay",Eko Hotel,positive,Welcoming Staff and Comfortable Stay
spacious and cool hall for events,Eko Hotel,positive,Event and Conference Spaces
"from the nice security guards, top notch security on the elevators, beautiful balcony, superb complimentary breakfast, i loved every moment of it!",Eko Hotel,positive,Excellent Service and Hospitality
"i sat at the bar by the pool side, it's a great place to spend time with colleagues after a hectic day at work",Eko Hotel,positive,Leisure and Relaxation
i always feel at home at eko hotel,Eko Hotel,neutral,Delightful Food and Home-like Feel
" the ambience, the space, and the food at the sky restaurant is impeccable",Eko Hotel,neutral,Beautiful Views and Dining Experiences
"good place, and scenery",Eko Hotel,positive,Beautiful Views and Dining Experiences
 with a nice array of restaurants,Eko Hotel,positive,Beautiful Views and Dining Experiences
 quite pricey too,Eko Hotel,neutral,Delightful Food and Home-like Feel
very calm and serene,Eko Hotel,positive,Serene Environment
 i love the ambience,Eko Hotel,positive,Welcoming Staff and Comfortable Stay
 meals are quite expensive but it's worth it,Eko Hotel,positive,Delightful Food and Home-like Feel
the place is actually nice but the food is expensive,Eko Hotel,positive,Delightful Food and Home-like Feel
"a wonderful place to be wit friends and families,also has outdoor games inside,rooms at affordable prices,events and what have you",Eko Hotel,positive,Delightful Food and Home-like Feel
the hotel is nice,Eko Hotel,positive,Serene Environment
but the facility manager need to be on top of his game as regards   the toilet used  by visitors,Eko Hotel,positive,Room Quality and Standards
"eko hotels is about the most cozy hotels with her ocean view, exquisite rooms, assorted buffet dishes and very serene environment",Eko Hotel,positive,Beautiful Views and Dining Experiences
it's simply chick!,Eko Hotel,neutral,Beautiful Views and Dining Experiences
my table was at lagoon breeze section,Eko Hotel,neutral,Beautiful Views and Dining Experiences
it's a wonderful place,Eko Hotel,positive,Delightful Food and Home-like Feel
 #exquisite,Eko Hotel,neutral,Excellent Service and Hospitality
excellent service,Eko Hotel,positive,Excellent Service and Hospitality
"eko hotel & suites is a 5-star ultra luxurious hotel standing elegantly at  adetokunbo ademola street, victoria island, lagos",Eko Hotel,positive,Serene Environment
" eko hotel & suites offers an outdoor pool, barbecue and children's playground, eko hotels limited is popularly know in lagos as various concerts, shows seminars etc",Eko Hotel,positive,Event and Conference Spaces
